Location,Year,Age,Sex,Cause of death or injury,Risk factor,Measure,Value,Lower bound,Upper bound
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in vegetables,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in whole grains,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in whole grains,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in whole grains,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in nuts and seeds,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in nuts and seeds,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in nuts and seeds,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in milk,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in milk,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in milk,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in red meat,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in red meat,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in red meat,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in processed meat,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in processed meat,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in processed meat,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in sugar-sweetened beverages,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in sugar-sweetened beverages,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in sugar-sweetened beverages,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in fiber,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in fiber,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in fiber,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in seafood omega-3 fatty acids,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in seafood omega-3 fatty acids,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in seafood omega-3 fatty acids,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in polyunsaturated fatty acids,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in polyunsaturated fatty acids,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in polyunsaturated fatty acids,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in trans fatty acids,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in trans fatty acids,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in trans fatty acids,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in sodium,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in sodium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Diet high in sodium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Low physical activity,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Low physical activity,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Low physical activity,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational asthmagens,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational asthmagens,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational asthmagens,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,"Occupational particulate matter, gases, and fumes",DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,"Occupational particulate matter, gases, and fumes",Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,"Occupational particulate matter, gases, and fumes","DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational noise,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational noise,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational noise,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational injuries,DALYs,13425.67278,10173.40704,17231.38213
Senegal,2017,All ages,Both,Unintentional injuries,Occupational injuries,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational injuries,"DALYs per 100,000",91.40551349,69.26323243,117.3157843
Senegal,2017,All ages,Both,Unintentional injuries,Occupational ergonomic factors,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational ergonomic factors,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational ergonomic factors,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Childhood sexual abuse,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Childhood sexual abuse,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Childhood sexual abuse,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Intimate partner violence,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Intimate partner violence,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Intimate partner violence,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Non-exclusive breastfeeding,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Non-exclusive breastfeeding,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Non-exclusive breastfeeding,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Discontinued breastfeeding,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Discontinued breastfeeding,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Discontinued breastfeeding,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in calcium,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in calcium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in calcium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to asbestos,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to asbestos,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to asbestos,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to arsenic,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to arsenic,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to arsenic,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to benzene,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to benzene,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to benzene,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to beryllium,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to beryllium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to beryllium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to cadmium,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to cadmium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to cadmium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to chromium,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to chromium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to chromium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to diesel engine exhaust,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to diesel engine exhaust,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to diesel engine exhaust,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to formaldehyde,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to formaldehyde,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to formaldehyde,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to nickel,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to nickel,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to nickel,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to polycyclic aromatic hydrocarbons,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to polycyclic aromatic hydrocarbons,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to polycyclic aromatic hydrocarbons,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to silica,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to silica,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to silica,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to sulfuric acid,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to sulfuric acid,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to sulfuric acid,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Unsafe sex,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Unsafe sex,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Unsafe sex,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to trichloroethylene,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to trichloroethylene,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Occupational exposure to trichloroethylene,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,No access to handwashing facility,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,No access to handwashing facility,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,No access to handwashing facility,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Child wasting,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Child wasting,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Child wasting,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Child stunting,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Child stunting,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Child stunting,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Chewing tobacco,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Chewing tobacco,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Chewing tobacco,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in legumes,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in legumes,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Diet low in legumes,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Short gestation for birth weight,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Short gestation for birth weight,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Short gestation for birth weight,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Low birth weight for gestation,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Low birth weight for gestation,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Low birth weight for gestation,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Impaired kidney function,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Impaired kidney function,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Impaired kidney function,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Bullying victimization,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,Bullying victimization,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,Bullying victimization,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,High LDL cholesterol,DALYs,0,0,0
Senegal,2017,All ages,Both,Unintentional injuries,High LDL cholesterol,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Unintentional injuries,High LDL cholesterol,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Transport injuries,Unsafe water source,DALYs,0,0,0
Senegal,2017,All ages,Both,Transport injuries,Unsafe water source,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Transport injuries,Unsafe water source,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Transport injuries,Unsafe sanitation,DALYs,0,0,0
Senegal,2017,All ages,Both,Transport injuries,Unsafe sanitation,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Transport injuries,Unsafe sanitation,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Transport injuries,Ambient particulate matter pollution,DALYs,0,0,0
Senegal,2017,All ages,Both,Transport injuries,Ambient particulate matter pollution,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Transport injuries,Ambient particulate matter pollution,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Transport injuries,Household air pollution from solid fuels,DALYs,0,0,0
Senegal,2017,All ages,Both,Transport injuries,Household air pollution from solid fuels,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Transport injuries,Household air pollution from solid fuels,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Transport injuries,Ambient ozone pollution,DALYs,0,0,0
Senegal,2017,All ages,Both,Transport injuries,Ambient ozone pollution,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Transport injuries,Ambient ozone pollution,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Transport injuries,Residential radon,DALYs,0,0,0
Senegal,2017,All ages,Both,Transport injuries,Residential radon,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Transport injuries,Residential radon,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Transport injuries,Lead exposure,DALYs,0,0,0
Senegal,2017,All ages,Both,Transport injuries,Lead exposure,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Transport injuries,Lead exposure,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Transport injuries,Child underweight,DALYs,0,0,0
Senegal,2017,All ages,Both,Transport injuries,Child underweight,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Transport injuries,Child underweight,"DALYs per 100,000",0,0,0
